代码 / Code,名称 / Name,Name,代码 / Code,备注 / Notes,Notes
G92,化工机械,Chemical machinery,G90/99,输送、喷射、混合结晶、回转搅拌、干燥机械等。石油炼制机械入此。非金属机械入G94。,"Transportation, injection, mixed crystallization, rotary stirring, drying machinery, etc. Petroleum refining machinery enters this. Non-metallic machinery into the G94."
G93,化工设备,Chemical equipment,G90/99,化工压力容器、储罐、换热设备、塔、釜、反应器、裂解炉、气体发生装置等。石油炼制设备入此。非金属设备入G94。铁路罐车入S52，汽车罐车入T58。通用的压力容器、换热设备入J75,"Chemical pressure vessels, storage tanks, heat exchange equipment, towers, tanks, reactors, cracking furnaces, gas generating devices, etc. Petroleum refining equipment into this. Non-metallic equipment into the G94. The railway tanker enters S52, and the car tanker enters T58. Universal pressure vessel and heat exchange equipment into the J75"
G94,非金属化工机械设备,Non-metallic chemical machinery and equipment,G90/99,搪玻璃、化工陶瓷、不透性石墨、橡胶、塑料、玻璃钢等材质的和有这些材质衬里的塔、釜、反应器、储罐、泵、管道、阀门及其零部件等。,"The towers, kettles, reactors, storage tanks, pumps, pipelines, valves, and parts and components that are lined with such materials as glass, chemical ceramics, impervious graphite, rubber, plastics, and glass fiber reinforced plastics."
G95,橡胶、塑料用机械,Rubber and plastic machinery,G90/99,压延机、挤出机、成型机、截断机、炼胶机、硫化机、再生胶加工机等。,"Calender, extruder, forming machine, cutting machine, rubber mixer, vulcanizing machine, reclaimed rubber processing machine, etc."
G96,感光材料、磁带用机械,"Photosensitive materials, tape machinery",G90/99,涂布机、涂装机、流延机、拉幅机、收卷机、供接片机等。,"Coater, coating machine, casting machine, tenter, winder, feeder, etc."
G98,化工专用仪器仪表,Chemical instrumentation,G90/99,化工测量与控制专用温度仪表、物位仪表、流量仪表、显示仪表、分析仪表，橡胶、涂料测试仪器，化工安全防护仪表，气动单元组合、电动单元组合仪表等。通用仪器仪表入N类。,"Chemical measurement and control Special temperature meters, level meters, flow meters, display meters, analytical meters, rubber and paint test instruments, chemical safety protection meters, pneumatic unit combinations, electric unit combination meters, etc. General instrumentation into the N class."
H00,标准化、质量管理,"Standardization, quality management",H00/09,标准化工作法规、导则，质量监督法规、导则，产品质量认证制度等。,"Standardized work regulations, guidelines, quality supervision and regulations, guidelines, product quality certification systems, etc."
H01,技术管理,Technical management,H00/09,技术文件管理，能源管理，设备、工具管理等。,"Technical document management, energy management, equipment, tool management, etc."
H02,经济管理,Economic management,H00/09,计划、供销、财务、劳资管理等。,"Planning, supply and marketing, finance, labor management, etc."
H04,基础标准与通用方法,Basic standards and general methods,H00/09,术语，符号，取样、制样方法等。,"Terms, symbols, sampling, sample preparation methods, etc."
H05,通用工艺,General process,H00/09,通用的冶炼、浇注、扎制、热处理等。,"General smelting, pouring, sizing, heat treatment, etc."
H07,电子计算机应用,Electronic computer applications,H00/09,,
H08,标志、包装、运输、贮存,"Signs, packaging, transportation, storage",H00/09,,
H09,卫生、安全、劳动保护,"Health, safety, labor protection",H00/09,,
H10,金属化学分析方法综合,Metal chemistry analysis method - general,H10/19,术语、一般规定等。,"Terms, general regulations, etc."
H11,钢铁与铁合金分析方法,Steel and ferroalloy analysis methods,H10/19,,
H12,轻金属及其合金分析方法,Light metal and alloy analysis method,H10/19,钠、镁、铝、钾、钙、锶、钡等及其合金的化学分析方法。,"Chemical analysis methods for sodium, magnesium, aluminum, potassium, calcium, strontium, barium, and their alloys."
H13,重金属及其合金分析方法,Heavy metal and alloy analysis method,H10/19,钴、镍、铜、锌、镉、锑、锡、汞、铅、铋等及其合金化学分析方法。,"Chemical analysis methods for cobalt, nickel, copper, zinc, cadmium, bismuth, tin, mercury, lead, antimony, etc., and their alloys."
H14,稀有金属及其合金分析方法,Rare metal and alloy analysis method,H10/19,稀有轻金属、稀有高熔点金属、稀有分散金属、稀土金属、稀有放射性金属等及其合金的化学分析方法。,"Chemical analysis methods for rare light metals, rare high melting point metals, rare dispersed metals, rare earth metals, rare radioactive metals, and their alloys."
H15,贵金属及其合金分析方法,Precious metal and its alloy analysis method,H10/19,钌、铑、钯、银、锇、铱、铂、金等及其合金的化学分析方法。,"Chemical analysis methods for ruthenium, rhodium, palladium, silver, rhodium, iridium, platinum, gold, and their alloys."
H16,粉末冶金分析方法,Powder metallurgy analysis method,H10/19,轻、重、贵金属粉及制品等化学分析方法。,"Chemical analysis methods such as light, heavy, precious metal powders and products."
H17,半金属及半导体材料分析方法,Semi-metal and semiconductor material analysis methods,H10/19,硼、硅、砷、硒、碲、锗、砷化镓等化学分析方法。,"Chemical analysis methods such as boron, silicon, arsenic, selenium, tellurium, antimony, and gallium arsenide."
H20,金属理化性能试验方法综合,Metal physical and chemical properties test methods,H20/29,术语、符号、一般规定等。,"Terms, symbols, general provisions, etc."
H21,金属物理性能试验方法,Metal physical properties test methods,H20/29,常数测定，热性能、电性能、磁性能等试验方法。,"Constant measurement, thermal properties, electrical properties, magnetic properties and other test methods."
H22,金属力学性能试验方法,Metal mechanical properties test methods,H20/29,拉力、硬度、冲击、疲劳等试验方法。,"Tensile, hardness, impact, fatigue and other test methods."
H23,金属工艺性能试验方法,Metal process performance test methods,H20/29,扩口、弯曲、线材扭转等试验方法。,"Flaring, bending, wire twisting and other test methods."
H24,金相检验方法,Metallographic examination method,H20/29,高、低倍检验，热处理检验方法等。,"High and low magnification tests, heat treatment inspection methods, etc."
H25,金属化学性能试验方法,Metal chemistry test method,H20/29,晶间腐蚀、人造汗腐蚀、氨薰、板线材镀层试验方法等。通用试验方法入A29。,"Intergranular corrosion, artificial sweat corrosion, ammonia burning, plate and wire coating test methods. General test method into A29."
H26,金属无损检验方法,Non-destructive testing method for metals,H20/29,超声波、涡流、磁粉、荧光等探伤方法。,"Ultrasonic, eddy current, magnetic powder, fluorescence detection methods."
H30,冶金原料与辅助材料综合,Metallurgical raw materials and auxiliary materials,H30/34,,
H31,人造富矿,Man-made rich mine,H30/34,烧结矿、球团矿等。,"Sinter, pellets, etc."
H32,焦炭,Coke,H30/34,冶金焦、铸造焦等。,"Metallurgical coke, foundry coke and so on."
H34,选矿药剂,Dressing agent,H30/34,起泡剂、捕收剂、调整剂、辅助剂等。,"Foaming agents, collectors, conditioners, adjuvants, etc."
H40,钢铁产品综合,Steel product - general,H40/59,术语、分类、牌号、一般规定、通用工艺、通用技术条件等。,"Terms, classifications, brands, general provisions, general processes, general technical conditions, etc."
H41,生铁,Pig iron,H40/59,炼钢生钛、铸造生钛、球墨铸造用生钛、含钒生钛等。废钢铁入此。,"Titanium in steelmaking, titanium in foundry, titanium in ball-casting, and titanium in titanium. Waste steel enters here."
H42,铁合金,Ferroalloy,H40/59,硅铁、锰铁、铬铁及其氧化物（如：钒碴、氧化钼块、五氧化二钒），复合铁合金等。,"Ferrosilicon, ferromanganese, ferrochromium and its oxides (such as: vanadium antimony, molybdenum oxide blocks, vanadium pentoxide), composite ferroalloys, etc."
H43,钢锭、钢坯,Steel ingots and billets,H40/59,,
H44,型钢、异型钢,"Shaped steel, shaped steel",H40/59,钢筋、盘条入此。,"Reinforced steel, wire rod into this."
H46,钢板、钢带,"Steel plate, strip",H40/59,,
H48,钢管、铸铁管,"Steel pipe, cast iron pipe",H40/59,异型钢管，石油、钻探钢管入此。,"Shaped steel pipe, oil, drilling steel pipe into this."
H49,钢丝、钢丝绳,Steel wire rope,H40/59,,
H52,铁道用钢,Railway steel,H40/59,各种钢轨（如：重轨、轻轨、平车轨、起重机与吊车用钢轨），鱼尾板、垫板，辗钢轮，轮箍等。异型钢轨、焊接长钢轨等入S11。,"All kinds of rails (such as: heavy rails, light rails, flat rails, rails for cranes and cranes), fish tailings, backings, steel wheels, wheel hoops, etc. Shaped rails, welded long rails, etc. into the S11."
H53,电工用钢,Electrical steel,H40/59,硅钢、纯铁及其板、呸等。,"Silicon steel, pure iron and its plates, crucibles and so on."
